User_ID,Recency,Frequency,Monetary,Is_Churn,prediction
e2887ed0,170,1,241.56,1,1.0
0ea1f885,297,1,381.38,1,1.0
431691b6,199,1,93.65,1,1.0
03bbb018,259,1,187.4,1,1.0
dce9df30,102,1,265.95,1,1.0
40f21ce7,168,1,281.97,1,1.0
8e9eae19,160,1,389.4,1,1.0
04cdb11d,155,1,269.19,1,1.0
26d5be1a,123,1,324.09,1,1.0
63b7cb47,361,1,295.24,1,1.0
caf9113b,241,1,37.89,1,1.0
998e790d,288,1,48.36,1,1.0
4515f435,213,1,247.81,1,1.0
e49bbd21,353,1,30.83,1,1.0
f7ed4253,333,1,220.9,1,1.0
87c0607b,208,1,426.87,1,1.0
5c5c3e7d,180,1,160.97,1,1.0
18729857,273,1,362.05,1,1.0
12ada465,347,1,211.69,1,1.0
860101ea,175,1,367.07,1,1.0
b1ae1119,259,1,295.32,1,1.0
f3b73afc,349,1,346.42,1,1.0
25a1921e,177,1,313.14,1,1.0
480c40b5,321,1,7.69,1,1.0
4098b81b,77,1,358.02,1,1.0
59dd175f,325,1,122.61,1,1.0
205a7efe,126,1,237.14,1,1.0
14974d49,78,1,280.33,1,1.0
ad0e6c75,205,1,107.94,1,1.0
823e9a88,369,1,390.2,1,1.0
a8fc85ce,129,1,189.3,1,1.0
2589f4a9,148,1,241.97,1,1.0
5e956744,133,1,393.29,1,1.0
f01ebb7e,329,1,95.79,1,1.0
efaf3f1e,319,1,190.22,1,1.0
6ac71d68,145,1,349.77,1,1.0
c4d760c3,232,1,276.74,1,1.0
8c8f2810,235,1,160.28,1,1.0
480be977,170,1,340.63,1,1.0
70ece472,178,1,216.74,1,1.0
e2d9e617,392,1,54.59,1,1.0
1ee3dec3,164,1,218.5,1,1.0
22cc7cea,212,1,370.53,1,1.0
d13afa90,106,1,305.9,1,1.0
19c7efc6,236,1,334.51,1,1.0
a7bf5d50,136,1,83.98,1,1.0
02ea58e6,366,1,381.03,1,1.0
9f0194af,252,1,170.58,1,1.0
500dfa44,173,1,15.56,1,1.0
55f14e41,373,1,259.1,1,1.0
c01d4d47,365,1,140.65,1,1.0
df980ec1,338,1,210.16,1,1.0
e8ac7f4d,347,1,237.05,1,1.0
4d1703a4,394,1,219.69,1,1.0
0d3b08e0,391,1,421.94,1,1.0
63080f53,301,1,169.11,1,1.0
1342567a,337,1,186.93,1,1.0
2d70ea63,80,1,66.27,1,1.0
1d750630,319,1,368.7,1,1.0
f57cdfc5,293,1,325.36,1,1.0
12ae16a2,268,1,196.2,1,1.0
5a3a8a84,127,1,43.03,1,1.0
67526a73,385,1,30.63,1,1.0
aa5fcb35,241,1,165.07,1,1.0
d33a1a62,292,1,21.45,1,1.0
121bdf3e,245,1,163.61,1,1.0
1738af2a,150,1,266.57,1,1.0
292307da,171,1,370.57,1,1.0
861f12bb,293,1,104.22,1,1.0
f581d1f7,149,1,49.78,1,1.0
8a35a896,103,1,293.23,1,1.0
fda2a523,339,1,251.16,1,1.0
465c254b,375,1,315.86,1,1.0
22dccae1,333,1,394.02,1,1.0
d609c578,259,1,411.94,1,1.0
2e35be56,195,1,184.43,1,1.0
ac481530,159,1,224.58,1,1.0
a0c0b305,234,1,370.13,1,1.0
5c82e80d,205,1,187.57,1,1.0
7159f3c4,370,1,204.48,1,1.0
e4259534,158,1,421.63,1,1.0
dd8e5c2a,351,1,174.23,1,1.0
437194ae,252,1,49.46,1,1.0
1c5a1b59,330,1,249.5,1,1.0
6cf8be42,237,1,46.41,1,1.0
e23fb2d5,238,1,260.45,1,1.0
80f26166,263,1,347.88,1,1.0
aa8f723f,147,1,229.18,1,1.0
9826f69a,351,1,117.73,1,1.0
c2b48c64,292,1,330.18,1,1.0
63fef598,246,1,317.56,1,1.0
b96be743,353,1,115.06,1,1.0
6de2894e,211,1,319.05,1,1.0
fa628d2b,168,1,123.32,1,1.0
e597f5d5,282,1,17.46,1,1.0
24c878ae,92,1,87.88,1,1.0
f9c6383e,247,1,428.15,1,1.0
32a490f4,79,1,118.27,1,1.0
45a1a4c3,271,1,308.12,1,1.0
7c18315f,147,1,161.07,1,1.0
f5c89ec0,76,1,399.27,1,1.0
3e84f488,153,1,165.78,1,1.0
38a1a724,168,1,230.21,1,1.0
f6c5b1e3,202,1,291.15,1,1.0
15bbabf3,76,1,13.82,1,1.0
8c1f2f98,230,1,228.83,1,1.0
1b4424dd,328,1,26.57,1,1.0
251c90d9,189,1,233.25,1,1.0
a3b63775,166,1,176.54,1,1.0
cc1c878a,192,1,260.66,1,1.0
1c74138b,116,1,46.12,1,1.0
34e04e99,150,1,41.06,1,1.0
a5bd8e47,218,1,66.48,1,1.0
24d2a786,127,1,242.15,1,1.0
638fb96b,285,1,182.71,1,1.0
e513db7b,316,1,342.7,1,1.0
84c8da13,238,1,129.11,1,1.0
cc9a4a59,398,1,286.69,1,1.0
939d3a3b,171,1,104.95,1,1.0
8c3265d7,183,1,134.94,1,1.0
5930f5c1,124,1,203.84,1,1.0
f0241946,303,1,226.56,1,1.0
4852a573,85,1,225.88,1,1.0
28b4e804,257,1,91.98,1,1.0
f6c2e5a1,256,1,93.08,1,1.0
f3fbacfa,318,1,277.74,1,1.0
e6a28a9a,328,1,12.77,1,1.0
966cb7b1,217,1,299.4,1,1.0
6aefe8f1,303,1,217.3,1,1.0
17542880,86,1,268.83,1,1.0
3d080554,340,1,282.62,1,1.0
c9c10b75,84,1,128.68,1,1.0
e54968ff,355,1,226.69,1,1.0
d4c421dd,178,1,233.86,1,1.0
d41d809e,249,1,198.29,1,1.0
4ec2b2be,81,1,149.01,1,1.0
bd42adcc,237,1,144.77,1,1.0
ceb520d0,107,1,231.76,1,1.0
56b9b6e6,163,1,335.09,1,1.0
9a0612a5,361,1,274.34,1,1.0
69e7e61b,273,1,393.95,1,1.0
7cd4d2c6,100,1,116.48,1,1.0
5a055948,212,1,220.2,1,1.0
dca155eb,172,1,238.53,1,1.0
20a55aba,193,1,321.11,1,1.0
d79e7736,164,1,39.85,1,1.0
b446a986,360,1,24.16,1,1.0
fef3b4d7,108,1,48.56,1,1.0
cc672bd7,346,1,367.96,1,1.0
a577d4b8,342,1,384.61,1,1.0
aa6c6d33,272,1,391.22,1,1.0
4bb60db5,113,1,206.19,1,1.0
fec142e5,173,1,230.04,1,1.0
cf03c6d8,264,1,114.56,1,1.0
a002abc7,111,1,182.47,1,1.0
77dc4e1e,391,1,362.81,1,1.0
2f0e0bd3,311,1,189.05,1,1.0
937e8781,262,1,125.41,1,1.0
a9f98de1,198,1,59.44,1,1.0
f79b5065,111,1,36.95,1,1.0
e52c19c1,142,1,380.14,1,1.0
3f6b72a8,281,1,393.81,1,1.0
00d5f96c,321,1,239.02,1,1.0
4fa93089,277,1,275.0,1,1.0
2da125c1,117,1,326.01,1,1.0
c7978493,301,1,229.67,1,1.0
fdadd527,139,1,17.8,1,1.0
f648e9e7,178,1,128.14,1,1.0
50540d6b,213,1,229.44,1,1.0
e8e91d15,317,1,31.59,1,1.0
f01b43f7,358,1,193.02,1,1.0
e4818739,276,1,278.65,1,1.0
cd11f9ff,368,1,92.09,1,1.0
1f77f62c,209,1,119.98,1,1.0
d960a0a3,213,1,87.7,1,1.0
69ced3cb,101,1,221.01,1,1.0
7d177a8a,376,1,395.76,1,1.0
2ae065a3,230,1,294.48,1,1.0
f6460f4c,104,1,41.58,1,1.0
43666819,81,1,263.63,1,1.0
6a689dac,192,1,366.53,1,1.0
4.49E+35,196,1,218.36,1,1.0
ff1aec5a,130,1,238.97,1,1.0
32c80a92,95,1,345.92,1,1.0
bf16d78e,375,1,310.13,1,1.0
116383a9,259,1,35.59,1,1.0
d1dd56ce,249,1,164.14,1,1.0
a3ffda9b,105,1,276.53,1,1.0
6b58c722,239,1,27.84,1,1.0
58e6ca04,208,1,59.98,1,1.0
5b28ef12,338,1,27.83,1,1.0
6579b70c,399,1,66.8,1,1.0
6b8e78c6,375,1,404.12,1,1.0
c1ffe1f3,86,1,184.81,1,1.0
c02205a7,288,1,420.44,1,1.0
ccab3064,260,1,36.21,1,1.0
faff6ffa,194,1,340.19,1,1.0
ba678df8,333,1,17.07,1,1.0
e7e2b27c,347,1,194.27,1,1.0
3937299c,287,1,207.43,1,1.0
0c36392d,91,1,276.04,1,1.0
3c669dc7,149,1,145.82,1,1.0
54b16993,222,1,211.4,1,1.0
39963ecc,388,1,333.11,1,1.0
b486bdc0,192,1,99.42,1,1.0
2c58e6ef,240,1,296.06,1,1.0
4d2c701a,110,1,184.5,1,1.0
d1192abc,375,1,340.41,1,1.0
3dba894a,341,1,265.44,1,1.0
e90aeb07,264,1,114.79,1,1.0
074c931e,163,1,48.48,1,1.0
7cfe5175,202,1,210.34,1,1.0
bed6a723,351,1,111.31,1,1.0
140e089c,261,1,410.41,1,1.0
8fa5b154,121,1,288.6,1,1.0
cd1f4cd0,253,1,169.48,1,1.0
e45edb68,84,1,408.73,1,1.0
7d7f6ad1,246,1,389.67,1,1.0
c731ecdc,252,1,245.57,1,1.0
ca8ce9be,264,1,290.08,1,1.0
9e6874ab,139,1,290.77,1,1.0
8bb4ff21,303,1,125.16,1,1.0
7594c248,267,1,124.78,1,1.0
d09b44d1,109,1,95.15,1,1.0
1ddc65f3,395,1,376.52,1,1.0
4e5efb67,191,1,98.06,1,1.0
0e01ba85,94,1,240.51,1,1.0
4e3dd393,373,1,295.74,1,1.0
ed900f52,393,1,321.92,1,1.0
f00862a4,395,1,373.44,1,1.0
1e0f3878,331,1,248.46,1,1.0
60dd4207,265,1,163.54,1,1.0
7764e9c8,76,1,164.42,1,1.0
ba0d460e,135,1,358.97,1,1.0
2428050,325,1,286.33,1,1.0
52ee67bc,86,1,425.81,1,1.0
d0138d14,89,1,97.14,1,1.0
d8e74ba4,323,1,191.24,1,1.0
b9cfaba1,103,1,240.64,1,1.0
317a7a6a,302,1,247.11,1,1.0
6b5e77c8,206,1,297.36,1,1.0
f9ff1a48,166,1,459.44,1,1.0
64b8eba5,132,1,62.04,1,1.0
3a478a5e,388,1,358.38,1,1.0
a6e6f97d,371,1,144.67,1,1.0
4a81e87c,82,1,38.72,1,1.0
f145c04d,119,1,215.06,1,1.0
be6c3104,259,1,39.52,1,1.0
8f9251fe,201,1,280.17,1,1.0
276261b1,320,1,38.05,1,1.0
f062dd23,341,1,242.93,1,1.0
819d4337,116,1,199.83,1,1.0
e47fbc15,287,1,83.16,1,1.0
1699a74b,164,1,292.37,1,1.0
b505dce0,283,1,60.43,1,1.0
ff94d6ab,346,1,46.94,1,1.0
a3185b29,385,1,457.07,1,1.0
14f20acd,187,1,165.92,1,1.0
20eef2f5,292,1,129.53,1,1.0
635d1b34,354,1,420.22,1,1.0
bbb253a1,174,1,157.7,1,1.0
a7cae661,267,1,215.38,1,1.0
79fe00c9,400,1,376.76,1,1.0
c3a12e7a,243,1,47.29,1,1.0
b17a50cf,192,1,126.51,1,1.0
1b0c9fd0,261,1,70.54,1,1.0
8ece3add,316,1,20.62,1,1.0
4d77d1d3,280,1,352.67,1,1.0
23b9515e,180,1,78.77,1,1.0
79b3668d,192,1,214.73,1,1.0
8fe51ba5,375,1,218.88,1,1.0
03905f28,371,1,246.77,1,1.0
44e06509,350,1,126.58,1,1.0
88e7a084,124,1,33.89,1,1.0
c55dd505,84,1,208.98,1,1.0
371ace0c,231,1,193.56,1,1.0
afacdc15,288,1,285.21,1,1.0
4720abd8,85,1,179.19,1,1.0
20603af4,205,1,114.6,1,1.0
d7118880,229,1,141.64,1,1.0
8b885340,291,1,496.82,1,1.0
f53931c3,356,1,128.49,1,1.0
6184077e,143,1,22.07,1,1.0
ec2e8c2b,105,1,273.95,1,1.0
918a4789,340,1,388.31,1,1.0
7c00fe48,103,1,49.18,1,1.0
f74f4cb1,274,1,216.4,1,1.0
3bdcafad,288,1,50.7,1,1.0
9f0cd093,313,1,264.85,1,1.0
7b78efe2,374,1,284.88,1,1.0
d057cfbd,342,1,154.76,1,1.0
515c7dbf,98,1,199.86,1,1.0
3baef1f8,200,1,168.07,1,1.0
54514b05,142,1,122.79,1,1.0
d290ed45,244,1,142.2,1,1.0
72343250,219,1,94.03,1,1.0
1100831a,179,1,272.18,1,1.0
d4438986,243,1,388.57,1,1.0
68376ad1,80,1,35.51,1,1.0
d3e271bc,280,1,105.98,1,1.0
66ab38ee,385,1,47.18,1,1.0
af47fc4e,280,1,327.77,1,1.0
e207d13a,347,1,58.62,1,1.0
f33c5a33,98,1,119.9,1,1.0
41ea1235,366,1,161.82,1,1.0
b2d5adaa,78,1,117.12,1,1.0
6e95832f,132,1,350.59,1,1.0
878d3714,309,1,22.41,1,1.0
fa0641b0,152,1,59.18,1,1.0
f3e36ce3,254,1,65.08,1,1.0
f422fc68,247,1,96.54,1,1.0
ce979d6e,352,1,221.76,1,1.0
a69ea338,375,1,349.67,1,1.0
2799503e,109,1,445.94,1,1.0
bb2530af,323,1,351.2,1,1.0
83e71ba6,156,1,379.89,1,1.0
b611a9a9,331,1,84.92,1,1.0
51f581e6,191,1,65.53,1,1.0
16cf536e,198,1,301.12,1,1.0
be6086f7,123,1,161.59,1,1.0
17cca69e,133,1,63.28,1,1.0
6c0ef9f4,122,1,72.41,1,1.0
61f64557,213,1,308.54,1,1.0
8ddb0e80,237,1,448.08,1,1.0
5efa07f9,262,1,394.25,1,1.0
9fe834ec,181,1,340.11,1,1.0
0ad19220,155,1,99.89,1,1.0
4884a43e,271,1,315.76,1,1.0
47f1f74b,131,1,296.57,1,1.0
833c791a,340,1,446.11,1,1.0
267cacf2,110,1,12.81,1,1.0
f27e1207,165,1,373.39,1,1.0
21bf6170,256,1,351.16,1,1.0
7b568388,323,1,211.57,1,1.0
02ac79ab,110,1,192.17,1,1.0
83cbac12,378,1,408.85,1,1.0
d0efc96c,208,1,168.94,1,1.0
e7a1a25e,212,1,58.97,1,1.0
fcdfd494,340,1,251.09,1,1.0
29421930,344,1,262.79,1,1.0
00db7b85,293,1,450.9,1,1.0
028809d1,207,1,194.9,1,1.0
b370acb7,279,1,330.45,1,1.0
3f4a4d51,283,1,380.62,1,1.0
86cbee34,224,1,350.6,1,1.0
b5dbe555,261,1,326.1,1,1.0
6c851471,395,1,65.92,1,1.0
2c36db95,331,1,51.1,1,1.0
5b8004ef,226,1,303.28,1,1.0
13c26270,191,1,111.78,1,1.0
c7be3edf,390,1,198.33,1,1.0
fa900887,240,1,340.74,1,1.0
4ec47a3b,388,1,74.53,1,1.0
b9054add,241,1,392.5,1,1.0
e608beb8,243,1,81.38,1,1.0
d0756e35,108,1,31.63,1,1.0
cfd46626,261,1,360.87,1,1.0
86289c63,387,1,287.78,1,1.0
ed127a6a,381,1,49.46,1,1.0
d312906a,253,1,216.75,1,1.0
dbea38e1,313,1,287.01,1,1.0
e5a5e18d,337,1,373.99,1,1.0
345947ca,145,1,262.24,1,1.0
f893da7a,399,1,390.57,1,1.0
346f2c53,152,1,18.99,1,1.0
e3c0569a,92,1,203.69,1,1.0
932de343,326,1,212.6,1,1.0
c5772653,295,1,158.64,1,1.0
82866e0c,209,1,410.94,1,1.0
9e8c74ac,208,1,264.92,1,1.0
d35184fe,294,1,416.11,1,1.0
40b01a0f,280,1,119.41,1,1.0
bc601032,237,1,145.9,1,1.0
10b6a453,160,1,418.08,1,1.0
03e10273,280,1,414.27,1,1.0
9077d76e,374,1,235.18,1,1.0
2157ff60,301,1,212.26,1,1.0
0fd2f768,316,1,422.38,1,1.0
a9f47880,164,1,363.06,1,1.0
73a54189,271,1,205.98,1,1.0
8f87ab8c,354,1,322.58,1,1.0
a852ff82,281,1,127.44,1,1.0
99781be9,274,1,371.24,1,1.0
ac02118a,132,1,213.35,1,1.0
84531d15,149,1,184.84,1,1.0
746e7b01,238,1,166.53,1,1.0
dd2c6eea,393,1,219.9,1,1.0
3a3e2372,242,1,107.22,1,1.0
52afc672,312,1,332.47,1,1.0
6377eace,95,1,80.0,1,1.0
a587259f,115,1,292.74,1,1.0
73aef733,351,1,214.24,1,1.0
54a54d00,259,1,115.35,1,1.0
ed00aa00,381,1,203.06,1,1.0
45fc0bf7,244,1,8.11,1,1.0
9e3a9089,239,1,53.0,1,1.0
109dbd80,350,1,60.28,1,1.0
2854d5ba,103,1,281.28,1,1.0
90c225c7,255,1,84.24,1,1.0
1744051f,155,1,185.48,1,1.0
701e2225,195,1,436.57,1,1.0
16dc86bb,80,1,265.2,1,1.0
e2b06600,121,1,22.42,1,1.0
c10237e3,128,1,277.77,1,1.0
90bad297,80,1,263.85,1,1.0
6bdb1d9e,332,1,255.0,1,1.0
abb2fa33,103,1,206.97,1,1.0
d30c4698,145,1,90.79,1,1.0
5cf1d75f,175,1,305.3,1,1.0
268cf1de,147,1,244.73,1,1.0
5f938952,208,1,43.64,1,1.0
d87a2060,400,1,11.54,1,1.0
c5a1e762,137,1,392.8,1,1.0
a6868963,255,1,162.54,1,1.0
c2c6ce62,91,1,248.03,1,1.0
52cb0816,379,1,276.43,1,1.0
a04400d0,368,1,357.63,1,1.0
07bba05f,119,1,327.74,1,1.0
7fc67a24,248,1,113.41,1,1.0
72567069,205,1,271.29,1,1.0
e6cbe081,309,1,394.16,1,1.0
cf22fe3d,169,1,330.86,1,1.0
86aa1cad,193,1,303.69,1,1.0
46b85373,77,1,130.27,1,1.0
409daa69,116,1,354.92,1,1.0
4125319c,245,1,122.36,1,1.0
0e01eaf1,192,1,280.2,1,1.0
30eccf94,199,1,28.6,1,1.0
fdcc0170,279,1,124.02,1,1.0
146e7249,141,1,417.51,1,1.0
4f915eae,284,1,352.62,1,1.0
36cd4e86,312,1,290.75,1,1.0
7d57d3b7,205,1,214.26,1,1.0
83ca1c02,332,1,49.52,1,1.0
15b5e873,359,1,150.18,1,1.0
955f7594,227,1,87.17,1,1.0
b4ae2cbf,371,1,190.58,1,1.0
2ffde046,314,1,209.87,1,1.0
90733f8f,272,1,364.07,1,1.0
fb866ac4,142,1,28.76,1,1.0
64c3131e,100,1,104.66,1,1.0
d9c0aa17,401,1,27.62,1,1.0
a29c7520,148,1,241.56,1,1.0
af09b01d,347,1,190.55,1,1.0
c88d310c,249,1,28.99,1,1.0
96f8bb90,79,1,254.1,1,1.0
fffca9db,301,1,83.55,1,1.0
ed799954,308,1,395.46,1,1.0
7a7d8d61,153,1,205.03,1,1.0
b4f1a440,313,1,341.46,1,1.0
dfa876d1,103,1,106.98,1,1.0
e4d80260,266,1,176.46,1,1.0
be485d54,106,1,312.66,1,1.0
9db42c1b,97,1,154.28,1,1.0
17935504,385,1,377.15,1,1.0
a99176d1,218,1,398.11,1,1.0
bb9c024b,400,1,166.97,1,1.0
dbcb14fc,208,1,101.83,1,1.0
74c7c480,228,1,273.54,1,1.0
014b0b14,314,1,418.09,1,1.0
5ddf14d8,123,1,215.97,1,1.0
c79b50d1,285,1,208.21,1,1.0
885b4e30,367,1,52.42,1,1.0
1a25ef8b,235,1,222.04,1,1.0
9a4c4cd0,401,1,89.13,1,1.0
a3c23e44,332,1,472.19,1,1.0
668d21ec,251,1,274.17,1,1.0
d655a92b,356,1,115.08,1,1.0
748316cb,169,1,183.3,1,1.0
e8a5a7d6,343,1,251.23,1,1.0
234be188,194,1,209.81,1,1.0
5d31e0f4,393,1,364.97,1,1.0
b721c64b,233,1,91.87,1,1.0
7ce9d2ad,325,1,169.15,1,1.0
793fa422,250,1,318.56,1,1.0
f508691b,267,1,219.84,1,1.0
2e348747,209,1,122.9,1,1.0
e1b810f9,103,1,332.94,1,1.0
1739fa0d,392,1,118.81,1,1.0
acf7144e,165,1,183.62,1,1.0
1f830c14,89,1,117.91,1,1.0
411a29ef,279,1,303.64,1,1.0
7f8dc9a4,230,1,26.16,1,1.0
3abcdf53,183,1,263.07,1,1.0
08b2f5ea,151,1,296.17,1,1.0
b4b2dce1,319,1,226.19,1,1.0
68d24203,290,1,81.1,1,1.0
0be6c0bb,204,1,133.94,1,1.0
155fe399,321,1,210.88,1,1.0
f7126ee5,79,1,100.22,1,1.0
a2cffcc6,273,1,194.18,1,1.0
d1574c62,312,1,240.31,1,1.0
2af6136c,254,1,35.9,1,1.0
33af27e1,89,1,289.46,1,1.0
37be8f06,293,1,43.34,1,1.0
d0cca08b,206,1,155.46,1,1.0
51dacac1,345,1,350.3,1,1.0
0a75e9da,226,1,96.67,1,1.0
249fb3ec,193,1,205.3,1,1.0
3421e7ba,306,1,254.31,1,1.0
70536778,123,1,285.23,1,1.0
8e00f191,78,1,110.06,1,1.0
977da8a4,108,1,15.78,1,1.0
9a3a5585,263,1,303.08,1,1.0
de85b962,364,1,183.11,1,1.0
91ed529f,377,1,304.56,1,1.0
925202a4,87,1,92.93,1,1.0
687a8ef9,300,1,117.23,1,1.0
c222c42b,321,1,211.94,1,1.0
0599c907,304,1,336.97,1,1.0
737023ad,275,1,373.94,1,1.0
2d37b12b,209,1,233.42,1,1.0
1aa72558,261,1,236.44,1,1.0
0d6a5b96,228,1,169.52,1,1.0
7b48c570,400,1,328.18,1,1.0
08a65189,92,1,315.45,1,1.0
e69f4d59,300,1,262.39,1,1.0
fe0b3a08,238,1,354.46,1,1.0
f2df6fa0,105,1,364.52,1,1.0
0d128e62,249,1,45.33,1,1.0
11ca9164,220,1,317.61,1,1.0
aa5ed28b,209,1,286.45,1,1.0
c2eefc6e,83,1,266.2,1,1.0
a2dd035d,371,1,207.97,1,1.0
d9028424,287,1,13.94,1,1.0
09ca67b7,197,1,217.87,1,1.0
117c47ed,90,1,427.95,1,1.0
1624e787,158,1,193.8,1,1.0
6451796,138,1,28.43,1,1.0
3d31754b,277,1,279.13,1,1.0
76559d30,279,1,73.8,1,1.0
2ed9c959,302,1,91.06,1,1.0
ddcb54d3,371,1,401.86,1,1.0
f88d9ff6,85,1,150.43,1,1.0
7fb18eb2,399,1,345.49,1,1.0
9ddc1221,292,1,26.05,1,1.0
ba9710b5,82,1,67.93,1,1.0
ce4f5068,329,1,30.02,1,1.0
189129b3,210,1,29.74,1,1.0
f5109550,88,1,182.22,1,1.0
8e2aee0a,175,1,40.51,1,1.0
a718e1c4,301,1,431.33,1,1.0
b7c3b707,134,1,272.51,1,1.0
a81bc91d,106,1,152.57,1,1.0
